County,5figgrid,x,y,,,6figgrid,,dum_x,dum_y,gamecov_present,gamecov_poss,gamecov_absent,Advert_presence,Advert_details,gamebird_breed,gamebird_winter,pheasant_breed,pheasant_wint,rlp_breed,rlp_wint,APHA_rel_ph&rlp,logAPHA_rel_ph&rlp,APHA_rel_present,broad_wood,conif_wood,arable,imp_grass,semnat_grass,mountain,saltwater,freshwater,coastal,built_up,habitat_div_shannon
Hertfordshire,TL34R,536,242,536,242,536242,536242,536500,242500,0,0,0,,,2,3,0.67,2.5,0.67,2,0,,,1.25,0,87,8,0,0,0,0,0,3.5,0.495325876
Hertfordshire,SP90E,490,208,490,208,490208,490208,490500,208500,4,0,0,,,2.25,2.25,3.5,1.75,1,1,6170,,,25,0,32,38.5,2.5,0,0,0,0,2.5,1.263123632
Hertfordshire,SP91F,492,210,492,210,492210,492210,492500,210500,0,0,0,,,2.25,6,0,0,0,0,0,,,15.75,0,11.25,28.75,13.25,0,0,0,0,31.5,1.526968154
Hertfordshire,SP91W,498,212,498,212,498212,498212,498500,212500,0,0,0,,,2.25,1.5,0.5,0,0,0,0,,,43.25,0,2.25,45.25,0,0,0,0,0,9.25,1.026898566
Hertfordshire,TQ09A,500,190,500,190,500190,500190,500500,190500,0,0,0,,,2.25,4.75,0.75,0,0,0,0,,,9.5,0.25,20.25,31.5,0,0,0,0,0,39,1.293102587
Hertfordshire,TQ09R,506,192,506,192,506192,506192,506500,192500,0,0,0,,,2.25,4.67,0.25,0,0,0,0,,,14,0,0.25,67,0,0,0,0.25,0,18.25,0.883966524
Hertfordshire,TQ19L,514,192,514,192,514192,514192,514500,192500,0,0,0,,,2.25,4.25,0,0,0,0,0,,,34.75,0.5,0,36,0,2,0,0.5,0,26.25,1.217417173
Hertfordshire,TL30D,530,206,530,206,530206,530206,530500,206500,0,0,0,,,2.25,7.75,4.5,6.75,0.5,0,0,,,30.25,0,13.5,53.5,0,0,0,0,0,3.25,1.078024361
Hertfordshire,TL30P,534,208,534,208,534208,534208,534500,208500,2,0,0,,,2.25,2.75,1.25,0.5,0,0,0,,,44,12,14.5,26.75,0,0,0,0,0,2.5,1.34061823
Hertfordshire,TL21J,522,218,522,218,522218,522218,522500,218500,0,0,0,,,2.25,1.75,1,0.5,0.5,1,0,,,5.25,0,57.25,28.75,0,0,0,0,0,8.75,1.04556033
Hertfordshire,TL41J,542,218,542,218,542218,542218,542500,218500,0,0,0,,,2.25,4.75,1.5,0,0.5,0,500,,,7,0,47,30.25,0,0,0,0,0,15.5,1.191671378
Hertfordshire,TL41U,546,218,546,218,546218,546218,546500,218500,0,0,0,,,2.25,0.75,0.5,0,0.5,0,0,,,5.5,0,68.5,4,0,0,0,1.5,0,20.5,0.935307073
Hertfordshire,TL41Z,548,218,548,218,548218,548218,548500,218500,0,0,0,,,2.25,2,4,1.75,0.5,0,0,,,8.5,0.25,43.25,18,0.75,0,0,1.75,0,27.75,1.358916397
Hertfordshire,TL52A,550,220,550,220,550220,550220,550500,220500,0,0,0,,,2.25,3,0.25,0,0,0,0,,,4.5,0,53,15.5,0,0,0,0,0,27,1.118525831
Hertfordshire,TL32L,534,222,534,222,534222,534222,534500,222500,3,0,0,,,2.25,2.5,3.5,8.5,0.75,0,0,,,2.5,0.25,83,10.5,0,0,0,0,0,3.5,0.615836918
Hertfordshire,TL12Y,518,226,518,226,518226,518226,518500,226500,2,0,0,,,2.25,1,2.25,0.67,0.5,0,0,,,5.25,0,32.5,41,0,0,0,0,0,21.5,1.21602718
Hertfordshire,TL32J,532,228,532,228,532228,532228,532500,228500,0,0,0,,,2.25,3.75,2,3,0.5,4.5,0,,,1,0,71,25.5,0,0,0,0,0,2.5,0.7298972
Hertfordshire,TL13F,512,230,512,230,512230,512230,512500,230500,0,0,0,,,2.25,2.75,6.75,5.75,0,0,1500,,,7,1,81.25,10,0.5,0,0,0,0,0.5,0.684148571
Hertfordshire,TL13V,518,230,518,230,518230,518230,518500,230500,0,0,0,,,2.25,3.25,0,0,0,0,0,,,0.5,0,22,25.5,0,0,0,0,0,52,1.048096843
Hertfordshire,TL33Q,536,230,536,230,536230,536230,536500,230500,0,0,0,,,2.25,2.5,1.25,2.5,0.5,1,0,,,1.75,0,71.75,25.75,0,0,0,0,0,1,0.704405633
Hertfordshire,TL23G,522,232,522,232,522232,522232,522500,232500,0,0,0,,,2.25,7.5,0,0,0,0,0,,,1,0.25,13,8.75,0,0,0,0,0,77,0.740670132
Hertfordshire,TL23M,524,234,524,234,524234,524234,524500,234500,0,0,0,,,2.25,3.75,1,0.5,0.25,0.25,0,,,1.25,0,70.5,12.75,0,0,0,0,0,16,0.857030349
Hertfordshire,TL33E,530,238,530,238,530238,530238,530500,238500,0,0,0,,,2.25,2,1.75,4,0.5,2.25,0,,,3.5,0,85,8.25,0,2.75,0,0,0,0.25,0.57511111
Hertfordshire,SP90X,498,204,498,204,498204,498204,498500,204500,6,0,0,,,2.33,3.5,1.67,0,0,0,1000,,,6.75,1.25,62.5,25.75,0,0,0,0,0,4,1.008596909
Hertfordshire,SP81X,488,214,488,214,488214,488214,488500,214500,0,0,0,,,2.75,3,0.25,0.5,0.25,0,0,,,0.5,0,35.25,60.25,0,0,0,0,0,3.75,0.822440254
Hertfordshire,SP91C,490,214,490,214,490214,490214,490500,214500,0,0,0,,,2.5,2,0.5,0.25,0,0,0,,,1,0,50.25,44,0,0,0,0.25,0,5,0.917848638
Hertfordshire,TQ09Q,506,190,506,190,506190,506190,506500,190500,0,0,0,,,2.5,7,0.5,0,0,0,0,,,22,0.25,7.25,56.25,0,0.25,0,0.25,0,14,1.167194449
Hertfordshire,TQ19P,514,198,514,198,514198,514198,514500,198500,0,0,0,,,2.5,4.5,1,0,0.5,0,0,,,1,0,52.25,20.25,0,0,0,0.25,0,26.5,1.075523304
Hertfordshire,TQ29J,522,198,522,198,522198,522198,522500,198500,0,0,0,,,2.5,6.75,0.75,1.25,0,0.5,0,,,8.75,0,56.75,29,0,0,0,0.75,0,4.75,1.075070858
Hertfordshire,TL10K,514,200,514,200,514200,514200,514500,200500,0,0,0,,,2.5,6.5,1.75,1,0,0,0,,,9.25,0,47.25,27.75,0.25,0,0,0.25,0,15.75,1.251248148
Hertfordshire,TL20R,526,202,526,202,526202,526202,526500,202500,0,0,0,,,2.5,5.25,0.75,0.5,0,0,0,,,26.75,1.75,4.75,56.25,0,0,0,1,0,10,1.168218512
Hertfordshire,TL10H,512,204,512,204,512204,512204,512500,204500,0,0,0,,,2.5,4.25,1.5,4,0,7.25,0,,,6,4.75,32,26.75,0,0,0,0,0,31,1.393959106
Hertfordshire,TL10X,518,204,518,204,518204,518204,518500,204500,0,0,0,,,2.5,6.75,0.75,3,2.5,14.25,0,,,12.25,0.25,47,19.5,0,0,0,11.5,0,9.75,1.421518257
Hertfordshire,TL10I,512,206,512,206,512206,512206,512500,206500,4,0,0,,,2.5,3.25,1.25,0.75,1.5,1,0,,,18.25,0,15.5,44.75,0,0,0,0.25,0,22,1.307316606
Hertfordshire,TL30I,532,206,532,206,532206,532206,532500,206500,0,0,0,,,2.5,2,0.75,0.25,0,0,0,,,50,8.5,4.25,34.5,0,0,0,0,0,3,1.162682593
Hertfordshire,TL30T,536,206,536,206,536206,536206,536500,206500,0,0,0,,,2.5,5,0,0,0,0,0,,,5,0,7.75,17.25,1,0.25,0,4.25,0,64.75,1.127818534
Hertfordshire,TL20P,524,208,524,208,524208,524208,524500,208500,3,0,0,,,2.5,4.5,7,1.25,0.75,0.25,0,,,27.5,6.25,45.5,16.5,0,0,0,2,0,2.25,1.347510249
Hertfordshire,TL11H,512,214,512,214,512214,512214,512500,214500,0,0,0,,,2.5,5.5,1.5,0,1.5,0.75,0,,,2.5,0,13.25,10.75,0,0,0,0,0,73.5,0.8260761
Hertfordshire,TL31C,530,214,530,214,530214,530214,530500,214500,0,0,0,,,2.5,4.5,0.5,0.75,0,0,0,,,22,1.5,46,23,0,0,0,0,0,7.75,1.289536888
Hertfordshire,TL01I,502,216,502,216,502216,502216,502500,216500,0,0,0,,,2.5,1.5,2,2,0,0,0,,,17,2.75,42,22,0,0,0,0,0,16.25,1.392789215
Hertfordshire,TL31Y,538,216,538,216,538216,538216,538500,216500,4,0,0,,,2.5,5,8.25,7.25,2,9,0,,,8.75,0,80.25,7.75,0,0.25,0,0,0,3.25,0.714273889
Hertfordshire,TL41Y,548,216,548,216,548216,548216,548500,216500,0,0,0,,,2.5,6.5,1,0.5,0,0.75,0,,,6.75,0,52.25,27.25,0,0,0,0.25,0,13,1.155614608
Hertfordshire,TL21P,524,218,524,218,524218,524218,524500,218500,0,0,0,,,2.5,6.75,0,0,0,1.25,0,,,17.5,0,51,2.75,0,0,0,0,0,28.75,1.105626576
Hertfordshire,TL22V,528,220,528,220,528220,528220,528500,220500,2,0,0,,,2.5,3.5,0.25,0.75,0,0,0,,,8.75,0.25,63.25,26.5,0,0,0,0,0,1.5,0.932793649
Hertfordshire,TL32F,532,220,532,220,532220,532220,532500,220500,4,0,0,,,2.5,3.75,2.25,1,0.5,0.5,0,,,4.25,0.25,73,17.5,0,0,0,0,0,4.75,0.828696524
Hertfordshire,TL32K,534,220,534,220,534220,534220,534500,220500,0,0,0,,,2.5,2.25,1.25,2.75,0.75,0,0,,,9.75,0,56.25,31.5,0,0,0,0,0,2.75,1.013318551
Hertfordshire,TL42L,544,222,544,222,544222,544222,544500,222500,1,0,0,,,2.5,1.75,0.5,0.75,0,0,0,,,1.5,0,84.75,8.25,0,0,0,0.25,0,5.5,0.583562517
Hertfordshire,TL42S,546,224,546,224,546224,546224,546500,224500,2,0,0,,,2.5,0.5,3,3.25,0,4,0,,,0.75,0,81,15.5,0,0,0,0,0,3,0.601548339
Hertfordshire,TL23L,524,232,524,232,524232,524232,524500,232500,0,0,0,,,2.5,3.25,0.25,0.75,0,0,0,,,5,0.25,46.75,12.25,0,0,0,0,0,35.75,1.145169713
Hertfordshire,TL23P,524,238,524,238,524238,524238,524500,238500,3,0,0,,,2.5,7.5,1.5,1.25,1.25,0.25,0,,,0.5,0,93.5,5.5,0,0,0,0,0,0.5,0.27534657
Hertfordshire,TL24F,522,240,522,240,522240,522240,522500,240500,0,4,0,,,2.5,1.75,2.25,0.5,0.5,0,1000,,,1.5,0,76.25,19.25,0,0,0,0.25,0,3,0.707099344
Hertfordshire,TL34V,538,240,538,240,538240,538240,538500,240500,0,7,0,,,2.5,8.25,0.75,1.5,1.25,13.25,0,,,0,0,95.25,4.5,0,0,0,0,0,0.25,0.200881413
Hertfordshire,TL22A,520,220,520,220,520220,520220,520500,220500,4,0,0,,,2.67,2.67,2.33,15.33,4.67,8,0,,,22.5,0.5,60.5,13.75,0,0,0,0,0,3.25,1.050322467
Hertfordshire,SP91R,496,212,496,212,496212,496212,496500,212500,0,0,0,,,3.5,2.75,0.25,0.25,0,0,0,,,55,0,12.75,24.5,0,0,0,0,0,7.75,1.134210588
Hertfordshire,TL00A,500,200,500,200,500200,500200,500500,200500,0,0,0,,,2.75,6.25,0,1.75,0,0,0,,,9,0,24.25,60,0,0,0,0,0,7,1.052921422
Hertfordshire,TL30A,530,200,530,200,530200,530200,530500,200500,7,0,0,,,2.75,2.25,2.75,9,2.5,13.25,0,,,17,0.25,51.75,23,0,0.25,0,0.25,0,7.75,1.223299542
Hertfordshire,TL00R,506,202,506,202,506202,506202,506500,202500,0,0,0,,,2.75,2.75,0,0.25,0,0,0,,,5.75,0,13.5,32,0,0,0,2,0,47,1.232273207
Hertfordshire,TL30L,534,202,534,202,534202,534202,534500,202500,0,0,0,,,2.75,10.5,0,0.25,0,0,0,,,1.75,0,0,15.75,0,0,0,0.75,0,82,0.56133531
Hertfordshire,TL30C,530,204,530,204,530204,530204,530500,204500,0,0,0,,,2.75,1.75,1,0.25,0,0,0,,,32.25,0,9,49.5,0,0,0,0.25,0,9,1.161449458
Hertfordshire,TL10J,512,208,512,208,512208,512208,512500,208500,0,0,0,,,2.75,3.75,1.75,0,0.5,0,0,,,13.75,1.25,38.5,43,0,0,0,0,0,3.75,1.181115662
Hertfordshire,TL30J,532,208,532,208,532208,532208,532500,208500,3,0,0,,,2.75,2.75,1.75,3.5,0.25,4,0,,,22.5,0,21.75,51.75,0,0,0,0,0,4.25,1.142557474
Hertfordshire,TL01K,504,210,504,210,504210,504210,504500,210500,8,0,0,,,2.75,4.75,3,1.5,1.75,1.25,0,,,16,0,71.75,10.25,0,0,0,0,0,1.75,0.835691538
Hertfordshire,TL01R,506,212,506,212,506212,506212,506500,212500,1,0,0,,,2.75,2.75,4.75,1.75,1.25,0,0,,,4.25,0,74,20,0,0,0,0,0,1.75,0.749728229
Hertfordshire,TL11W,518,212,518,212,518212,518212,518500,212500,5,0,0,,,2.75,1.25,1.5,1,3,0.25,0,,,7,0,78.75,6.75,0,0,0,0,0,7.25,0.746482681
Hertfordshire,TL31R,536,212,536,212,536212,536212,536500,212500,0,0,0,,,2.75,4.5,3.25,4.5,0,0,0,,,17.5,0.5,21.25,22.25,0,0,0,15,0,23.75,1.621008375
Hertfordshire,TL32W,538,222,538,222,538222,538222,538500,222500,1,0,0,,,2.75,5.25,2.25,3.5,0.25,1,0,,,3,0,62.25,11.5,0,0,0,0,0,23.25,0.988179777
Hertfordshire,TL32X,538,224,538,224,538224,538224,538500,224500,0,0,0,,,2.75,1.75,1,0.5,0,0.25,0,,,9.25,0,58,22.25,0,0,0,0.25,0,10.25,1.118984236
Hertfordshire,TL02Y,508,226,508,226,508226,508226,508500,226500,1,0,0,,,2.75,9,1.5,2,0.5,4,400,,,3.25,0,74.5,14.25,0.5,0,0,0,0,7.5,0.8290787
Hertfordshire,TL22Y,528,226,528,226,528226,528226,528500,226500,2,0,0,,,2.75,6.5,1.75,4.25,0,5.75,0,,,3,0,82,10,0,0,0,0,0,4.75,0.64291873
Hertfordshire,TL12U,516,228,516,228,516228,516228,516500,228500,0,0,0,,,2.75,4.25,0.5,1.25,0,0,0,,,2.5,0,61.75,16.25,0,0,0,0,0,19.75,1.005527401
Hertfordshire,TL33L,534,232,534,232,534232,534232,534500,232500,0,0,0,,,2.75,0.25,1,4.25,0.75,1.25,1500,,,2.25,0,88.75,7,0,0,0,0,0,2.25,0.462809249
Hertfordshire,TL13X,518,234,518,234,518234,518234,518500,234500,2,0,0,,,2.75,6.5,0.5,0,0,0,0,,,1.25,0,72.5,6.75,0.5,0,0,2.5,0,16.5,0.88589052
Hertfordshire,TL23H,522,234,522,234,522234,522234,522500,234500,0,0,0,,,2.75,6.67,0.75,1.67,0.25,0,0,,,4.25,0,49,27.5,0.25,2.5,0,0.75,0,15.75,1.273796757
Hertfordshire,TL33S,536,234,536,234,536234,536234,536500,234500,0,3,0,,,2.75,1.5,3.5,3.75,1,1.75,0,,,6.75,0,86.25,6.5,0,0,0,0,0,0.25,0.502183563
Hertfordshire,TQ29E,520,198,520,198,520198,520198,520500,198500,0,0,0,,,3,4.25,3.5,4.75,0.5,1.5,0,,,5,0,45.75,43.5,0,0,0,0,0,6,1.038444395
Hertfordshire,TL10Q,516,200,516,200,516200,516200,516500,200500,0,0,0,,,3,2.25,1,0,0,0,0,,,10.25,0,34,28.75,0,0,0,0,0,27.25,1.312939126
Hertfordshire,TL30G,532,202,532,202,532202,532202,532500,202500,0,0,0,,,3,5,2,2.75,0.5,0,0,,,5.75,0,7.75,46.25,0,0,0,0,0,40.25,1.085359795
Hertfordshire,TL01C,500,214,500,214,500214,500214,500500,214500,3,0,0,,,3,2,4.5,4.25,1.5,0.5,0,,,12.5,0,67,15.5,0,0,0,0,0,5,0.967007951
Hertfordshire,TL01Z,508,218,508,218,508218,508218,508500,218500,0,0,0,,,3,10,0.5,0,0,0,0,,,11,0.25,20.75,47.5,0,0,0,0,0,20.5,1.262580381
Hertfordshire,TL41E,540,218,540,218,540218,540218,540500,218500,0,0,0,,,3,5.5,3,1.75,0.5,0.5,0,,,2,0,92.25,4.25,0,0,0,0,0,1.75,0.357679479
Hertfordshire,TL42H,542,224,542,224,542224,542224,542500,224500,3,0,0,,,3,1.75,2.75,6,0,0,1400,,,12.25,0,74,11.75,0,0,0,0,0,2,0.80986939
Hertfordshire,TL42X,548,224,548,224,548224,548224,548500,224500,4,0,0,,,3,9,1,2.5,0,0,500,,,7.5,0,71,21,0,0,0,0,0,0.5,0.791665771
Hertfordshire,TL22N,524,226,524,226,524226,524226,524500,226500,0,0,0,,,3,4,1,0.25,0,0,0,,,7.75,0.5,20.25,17,0,0,0,0,0,54.75,1.179134428
Hertfordshire,TL32P,534,228,534,228,534228,534228,534500,228500,0,0,0,,,3,2.5,1.25,1.5,1.25,10.75,4250,,,0.75,0,66.5,23.75,0,0,0,0,0,9.75,0.876392871
Hertfordshire,TL33V,538,230,538,230,538230,538230,538500,230500,3,0,0,,,3,3,4,4.75,1.25,2.5,0,,,1.25,0,93.5,4.25,0,0,0,0,0,1.25,0.306616523
Hertfordshire,TL23C,520,234,520,234,520234,520234,520500,234500,0,0,0,,,3,2.33,0.5,0.33,0,0,0,,,1.75,0,61.5,8.25,0,0,0,0.25,0,28.75,0.948959687
Hertfordshire,TL33Z,538,238,538,238,538238,538238,538500,238500,0,2,0,,,3,4.75,0.25,0.5,0.5,5.75,0,,,0.25,0,67,30,0,0,0,0,0,2.75,0.743313627
Hertfordshire,SP90W,498,202,498,202,498202,498202,498500,202500,0,0,0,,,3.25,5.5,1.25,1,0,0,0,,,7.75,0,30.25,51.25,0,0,0,0,0,10.75,1.142232272
Hertfordshire,TQ09N,504,196,504,196,504196,504196,504500,196500,4,0,0,,,3.25,11,0.5,1,0,4.5,3000,,,18.5,0,31.5,17.75,0,0,0,0,0,32.25,1.347868526
Hertfordshire,TQ29N,524,196,524,196,524196,524196,524500,196500,0,0,0,,,3.25,2,0,0,0,0,0,,,12.75,0,2,25.75,0,0,0,0,0,59.5,0.999124183
Hertfordshire,TQ09Z,508,198,508,198,508198,508198,508500,198500,0,0,0,,,3.25,6.25,0,0,0,0,0,,,9,0,7.25,29.25,0,0,0,2,0,52.25,1.18394588
Hertfordshire,TL20B,520,202,520,202,520202,520202,520500,202500,1,0,0,,,3.25,3,6.5,12.25,3.5,20,0,,,30.25,1.75,51.75,14.75,0,0,0,0,0,1.5,1.118689339
Hertfordshire,TL10C,510,204,510,204,510204,510204,510500,204500,0,0,0,,,3.25,3.5,2,2,0.5,0,0,,,14,6.75,53.75,20.75,0,0,0,0,0,4.25,1.251450066
Hertfordshire,TL20S,526,204,526,204,526204,526204,526500,204500,6,0,0,,,3.25,5,3.75,4,1.25,1.5,250,,,23,0,37.25,33.75,0,0,0,0,0,6,1.241269708
Hertfordshire,TL00E,500,208,500,208,500208,500208,500500,208500,1,0,0,,,3.25,7,0.75,0.25,0,0,0,,,35.5,0,5.25,38.25,0,0,0,0,0,20.75,1.216277921
Hertfordshire,TL21A,520,210,520,210,520210,520210,520500,210500,6,0,0,,,3.25,7.25,2.25,3.5,5.25,7.75,3000,,,6,0.25,87,2.25,0,0,0,0,0,5,0.540098316
Hertfordshire,TL21G,522,212,522,212,522212,522212,522500,212500,0,0,0,,,3.25,3.5,1,0,0.75,0,0,,,18.5,0.5,2.25,16,0,0,0,0.25,0,62.5,1.025974849
Hertfordshire,TL21X,528,214,528,214,528214,528214,528500,214500,0,0,0,,,3.25,3.67,4,3.33,0.5,1.67,0,,,14,0,74.25,9,0,0,0,0,0,3,0.818233955
Hertfordshire,TL41S,546,214,546,214,546214,546214,546500,214500,0,0,0,,,3.25,3.25,1.25,0.25,0.5,0,0,,,4.5,0,60.25,15.75,0,0,0,0,0,20,1.057815942
Hertfordshire,TL51C,550,214,550,214,550214,550214,550500,214500,0,0,0,,,3.25,5.75,0.5,0.5,0,0,0,,,3.25,0,79.25,6.25,0,0,0,0,0,11.75,0.720559278
Hertfordshire,TL01Y,508,216,508,216,508216,508216,508500,216500,1,0,0,,,3.25,2.75,1.5,1.75,1.75,0.75,0,,,3.75,0,75.25,17.75,0,0,0,0,0,3.5,0.761298167
Hertfordshire,TL21T,526,216,526,216,526216,526216,526500,216500,0,0,0,,,3.25,6.75,0.5,1,0,0,0,,,20,2.5,39,25.75,0,0,0,0,0,13,1.395925014
Hertfordshire,TL21Z,528,218,528,218,528218,528218,528500,218500,0,0,0,,,3.25,9.25,0,1.25,0,0,0,,,6,0,75.75,9.5,0,0,0,0,0,9,0.819519989
Hertfordshire,TL12N,514,226,514,226,514226,514226,514500,226500,9,0,0,,,3.25,0.25,2,4,0.75,0.75,0,,,12.25,0.5,44.25,36,0,0,0,0,0,7.25,1.202521494
Hertfordshire,TL33R,536,232,536,232,536232,536232,536500,232500,0,0,0,,,3.25,1.5,1.75,5.5,0.5,6.25,0,,,3.25,0,95,2,0,0,0,0,0,0,0.238330833
Hertfordshire,TL43G,542,232,542,232,542232,542232,542500,232500,0,0,0,,,3.25,2.5,3.5,3.75,0,1,0,,,9.25,0,80.5,8.5,0,0,0,0,0,1.75,0.675146574
Hertfordshire,TL23J,522,238,522,238,522238,522238,522500,238500,1,0,0,,,3.25,3.75,2.75,3.25,1,3.5,0,,,1.75,0,90.5,5.5,0,0,0,0,0,2.25,0.40602822
Hertfordshire,TL44A,540,240,540,240,540240,540240,540500,240500,0,3,0,,,3.25,4.75,0,0.25,0.75,4.25,0,,,0.75,0,96,3,0,0,0,0,0,0.25,0.196060905
Hertfordshire,TL22Q,526,220,526,220,526220,526220,526500,220500,0,0,0,,,3.33,5.5,1,0.25,0,0,0,,,8.75,0,52.75,20.75,0,0,0,0,0,18.25,1.187305475
Hertfordshire,TQ09U,506,198,506,198,506198,506198,506500,198500,0,0,0,,,3.5,5.25,0,0,0,0,0,,,25.5,4.5,25.5,34.75,0,0,0,0,0,9.75,1.430734731
Hertfordshire,TL10N,514,206,514,206,514206,514206,514500,206500,0,0,0,,,3.5,3,0,0.25,0,0,0,,,2.5,0,0.5,10.75,0,0,0,1,0,86,0.534226387
Hertfordshire,TL10T,516,206,516,206,516206,516206,516500,206500,0,0,0,,,3.5,4.25,0.5,0,0,0,0,,,3,0,6.5,7.25,0,0,0,0,0,83.5,0.623688057
Hertfordshire,TL11A,510,210,510,210,510210,510210,510500,210500,2,0,0,,,3.5,6.5,2,0.75,2,1.5,0,,,2.25,0,78,10.75,0,0,0,0.5,0,8.5,0.754949115
Hertfordshire,TL11Q,516,210,516,210,516210,516210,516500,210500,0,0,0,,,3.5,7.5,2,0.5,0,0,0,,,3.25,0,42.75,31,12.75,0,0,0,0,10.25,1.333806332
Hertfordshire,TL01S,506,214,506,214,506214,506214,506500,214500,0,0,0,,,3.5,3.75,1,3,1,0.25,0,,,2.25,0,62.5,27.25,0,0,0,0,0,8.25,0.93923841
Hertfordshire,TL31M,534,214,534,214,534214,534214,534500,214500,0,0,0,,,3.5,8.25,0.25,0,0,0,0,,,3,0,14,31,0,1,0,0.5,0,51.25,1.158645516
Hertfordshire,TL31D,530,216,530,216,530216,530216,530500,216500,4,0,0,,,3.5,2.25,0.5,1,0,0.25,0,,,12.25,0,53,33,0,0,0,0,0,2.25,1.04492097
Hertfordshire,TL31J,532,218,532,218,532218,532218,532500,218500,0,0,0,,,3.5,4.5,7.25,2,3.5,2.75,400,,,10.75,0,56.5,30.75,0,0,0,0,0,2,1.00319774
Hertfordshire,TL42W,548,222,548,222,548222,548222,548500,222500,2,0,0,,,3.5,7.5,1,0.5,0,0,0,,,6.75,0,54.75,16.75,0,0,0,0,0,21.5,1.141529443
Hertfordshire,TL23A,520,230,520,230,520230,520230,520500,230500,0,0,0,,,3.5,3.75,0,0,1,0,0,,,0,0,45,16.5,0,0,0,0,0,38.5,1.02411418
Hertfordshire,TL01H,502,214,502,214,502214,502214,502500,214500,0,0,0,,,3.67,1.75,1.67,2.5,0.67,0.75,0,,,19,4.5,46,25.25,1,0,0,0,0,4.25,1.340095594
Hertfordshire,SP91M,494,214,494,214,494214,494214,494500,214500,0,0,0,,,3.75,4.5,2.5,2,0.25,0.25,0,,,7.5,0,47.75,34.75,0.25,7,0,1.25,0,1.75,1.241237434
Hertfordshire,SP90P,494,208,494,208,494208,494208,494500,208500,0,0,0,,,3.75,6.75,2,1.5,0,0,0,,,22.75,0.5,24.75,44.5,0,0,0,0,0,7.5,1.263502627
Hertfordshire,TQ09S,506,194,506,194,506194,506194,506500,194500,0,0,0,,,3.75,10,0.5,0.25,0,0,0,,,16.25,0,8.75,20.5,0,0.25,0,9,0,45,1.424330266
Hertfordshire,TQ09Y,508,196,508,196,508196,508196,508500,196500,0,0,0,,,3.75,5,0,0,0,0,0,,,27.25,0.75,2.75,23.25,0,0,0,2.5,0,44.25,1.281986255
Hertfordshire,TL00B,500,202,500,202,500202,500202,500500,202500,0,0,0,,,3.75,6,0.75,0,0,0,0,,,5,0,13,49.75,0,0.25,0,0,0,32.5,1.142605726
Hertfordshire,TL30N,534,206,534,206,534206,534206,534500,206500,0,0,0,,,3.75,12.25,1.5,0.75,0,0,0,,,26.75,5.25,4.25,59,0,0,0,0,0,4.75,1.097712222
Hertfordshire,TL31A,530,210,530,210,530210,530210,530500,210500,2,0,0,,,3.75,3.75,2,2,0.75,0,0,,,18.25,0,15.75,61,0.25,0,0,0.25,0,4.5,1.072572633
Hertfordshire,TL41A,540,210,540,210,540210,540210,540500,210500,2,0,0,,,3.75,4.5,3.5,1.5,0.5,0,0,,,5.5,0.5,40,40.25,0,0,0,2,0,12,1.251502402
Hertfordshire,TL01B,500,212,500,212,500212,500212,500500,212500,0,0,0,,,3.75,5,0.5,1.5,0,0,0,,,17.5,0,36,41,0,0,0,0,0,5.5,1.197892522
Hertfordshire,TL41W,548,212,548,212,548212,548212,548500,212500,0,0,0,,,3.75,17.75,1.75,1,0,0,0,,,7.25,0,74.75,13.25,0.25,0,0,0.25,0,4.25,0.839778783
Hertfordshire,TL21Y,528,216,528,216,528216,528216,528500,216500,0,0,0,,,3.75,0.75,1,1.5,0.5,0.5,8000,,,26.5,6,64,3.5,0,0,0,0,0,0.5,0.950180973
Hertfordshire,TL21U,526,218,526,218,526218,526218,526500,218500,0,0,0,,,3.75,7.5,0.75,0,0,0,0,,,3.25,0,59,25,0,0,0,0.25,0,12.75,1.046821275
Hertfordshire,TL31Z,538,218,538,218,538218,538218,538500,218500,3,0,0,,,3.75,5.75,3.5,9.5,0.5,1.75,0,,,13.5,0,82.5,2,0,0,0,0,0,1.75,0.578079341
Hertfordshire,TL42F,542,220,542,220,542220,542220,542500,220500,1,0,0,,,3.75,3.25,3,2.75,0.25,0,0,,,7,0.25,56.5,31.75,0,0,0,0,0,4.75,1.032696367
Hertfordshire,TQ09T,506,196,506,196,506196,506196,506500,196500,0,0,0,,,4,5.25,0,0,0,0,0,,,24.25,0.5,22.25,36.75,0,0,0,0,0,16.75,1.37159714
Hertfordshire,TQ09P,504,198,504,198,504198,504198,504500,198500,0,0,0,,,4,5.25,0.75,0,0,2.25,0,,,8,0.5,47.75,30.75,0,0,0,0,0,12.75,1.206746258
Hertfordshire,TL10V,518,200,518,200,518200,518200,518500,200500,4,0,0,,,4,4.5,4,6.75,2,0.25,0,,,13,0.25,30.5,35.5,0,0,0,0,0,20.5,1.334901733
Hertfordshire,TL00W,508,202,508,202,508202,508202,508500,202500,0,0,0,,,4,10,1.5,1,0,0,0,,,7.25,0.75,42.25,19.25,0,0,0,0,0,30.75,1.270763229
Hertfordshire,TL20H,522,204,522,204,522204,522204,522500,204500,1,0,0,,,4,4.5,1,0.5,0,0,0,,,14.5,1.25,41.75,17.5,0,0,0,0,0,25.25,1.351993983
Hertfordshire,TL10P,514,208,514,208,514208,514208,514500,208500,0,0,0,,,4,4,0,0,0,0,0,,,5.25,0,9.25,17.75,0,0,0,0,0,67.5,0.94707805
